,Rooms,Price,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Propertycount
1902,2.0,885500.0,3.4,3068.0,2.0,2.0,2.0,0.0,136.0,2005.0,-37.7937,144.9983,2954.0
1903,3.0,1680000.0,3.4,3068.0,3.0,2.0,1.0,201.0,-31.28485747210854,2015.4009340325085,-37.7884,145.0,2954.0
1904,2.0,730000.0,3.4,3068.0,2.0,1.0,1.0,103.0,184.6404622176971,1987.547739782094,-37.7898,144.9957,2954.0
1905,3.0,825000.0,3.4,3068.0,3.0,3.0,1.0,67.0,119.0,2010.0,-37.7946,144.9989,2954.0
1906,2.0,533000.0,3.4,3068.0,2.0,1.0,1.0,0.0,-99.02518561158806,1970.0,-37.7931,144.9938,2954.0
1907,2.0,1430000.0,3.4,3068.0,2.0,1.0,0.0,151.0,-790.3842770982253,1910.0,-37.7912,144.9963,2954.0
1908,4.0,1506000.0,3.4,3068.0,4.0,2.0,0.0,162.0,169.0,1995.0,-37.7885,144.9994,2954.0
1909,3.0,1150000.0,3.4,3068.0,3.0,1.0,1.0,169.0,-139.79197942373528,2001.6670506549253,-37.7925,144.9877,2954.0
1910,3.0,1360000.0,3.4,3068.0,3.0,1.0,0.0,118.0,118.0,1880.0,-37.7921,144.9858,2954.0
1911,2.0,640000.0,3.4,3068.0,2.0,1.0,1.0,0.0,-164.4859811397004,1875.989791006839,-37.7873,144.9961,2954.0
1912,2.0,850000.0,7.8,3058.0,2.0,1.0,1.0,371.0,93.0,1930.0,-37.735,144.9589,11204.0
1913,3.0,784000.0,7.8,3058.0,2.0,1.0,1.0,286.0,110.0,1890.0,-37.7427,144.952,11204.0
1914,3.0,680000.0,7.8,3058.0,3.0,1.0,0.0,702.0,108.0,1950.0,-37.7391,144.9812,11204.0
1915,4.0,1221000.0,7.8,3058.0,4.0,1.0,2.0,596.0,-227.4884773887978,1894.0197216034153,-37.7456,144.9696,11204.0
1916,2.0,807000.0,7.8,3058.0,2.0,2.0,1.0,0.0,176.0,2010.0,-37.7546,144.9713,11204.0
1917,3.0,790000.0,7.8,3058.0,3.0,1.0,2.0,371.0,368.69982835374026,1861.6333687382871,-37.7435,144.9507,11204.0
1918,4.0,955000.0,7.8,3058.0,4.0,2.0,1.0,295.0,178.01382897133917,1943.9056608471442,-37.7374,144.9617,11204.0
1919,3.0,675000.0,7.8,3058.0,3.0,1.0,2.0,142.0,123.0,2005.0,-37.7382,144.97299999999996,11204.0
1920,3.0,1010000.0,7.8,3058.0,3.0,2.0,1.0,278.0,278.0,1942.318356926044,-37.7494,144.9686,11204.0
1921,3.0,1202000.0,7.8,3058.0,3.0,2.0,2.0,423.0,140.0,1940.0,-37.7493,144.9559,11204.0
1922,3.0,1370000.0,7.8,3058.0,3.0,1.0,1.0,233.0,180.0,1890.0,-37.7549,144.9611,11204.0
1923,2.0,550000.0,7.8,3058.0,2.0,1.0,1.0,0.0,194.50407133454394,2002.7865170599462,-37.7358,144.9801,11204.0
1924,3.0,1000000.0,7.8,3058.0,3.0,2.0,3.0,370.0,110.0,1920.0,-37.744,144.9501,11204.0
1925,3.0,935500.0,7.8,3058.0,3.0,1.0,2.0,386.0,-168.43642563599562,1926.1321601692791,-37.7364,144.96,11204.0
1926,8.0,2250000.0,7.8,3058.0,4.0,2.0,4.0,983.0,-146.2719763952116,1978.1138410613478,-37.7517,144.9699,11204.0
1927,4.0,145000.0,7.8,3058.0,3.0,1.0,1.0,536.0,164.0,1910.0,-37.7555,144.9658,11204.0
1928,4.0,905000.0,7.8,3058.0,3.0,2.0,1.0,439.0,-105.1851793664963,1984.158760438908,-37.7363,144.9507,11204.0
1929,3.0,860000.0,7.8,3058.0,3.0,1.0,1.0,283.0,109.0,1915.0,-37.7416,144.9582,11204.0
1930,2.0,953000.0,7.8,3058.0,2.0,1.0,1.0,170.0,101.0,1890.0,-37.7508,144.9608,11204.0
1931,2.0,735000.0,7.8,3058.0,2.0,1.0,1.0,280.0,93.0,1900.0,-37.7429,144.952,11204.0
1932,3.0,550000.0,7.8,3058.0,3.0,2.0,2.0,0.0,168.0,1942.8154072677564,-37.7372,144.9764,11204.0
1933,3.0,1100000.0,7.8,3058.0,3.0,1.0,1.0,576.0,30.592019909287373,1964.8068626053168,-37.7432,144.9474,11204.0
1934,3.0,947000.0,7.8,3058.0,3.0,1.0,1.0,372.0,125.0,1920.0,-37.735,144.9581,11204.0
1935,2.0,500000.0,7.8,3058.0,2.0,1.0,1.0,0.0,74.0,1970.0,-37.7405,144.9644,11204.0
1936,3.0,865000.0,7.8,3058.0,3.0,2.0,2.0,263.0,709.032029015722,2008.0,-37.7546,144.9713,11204.0
1937,2.0,466000.0,7.8,3058.0,2.0,1.0,1.0,0.0,62.0,1980.0,-37.7527,144.9522,11204.0
1938,3.0,740000.0,7.8,3058.0,3.0,2.0,1.0,255.0,164.0,2014.0,-37.7546,144.9713,11204.0
1939,3.0,812000.0,7.8,3058.0,3.0,1.0,1.0,370.0,130.0,1930.0,-37.7561,144.9718,11204.0
1940,3.0,766000.0,7.8,3058.0,3.0,1.0,0.0,378.0,124.0,1930.0,-37.7561,144.9716,11204.0
1941,3.0,825000.0,7.8,3058.0,2.0,1.0,1.0,374.0,118.0,1910.0,-37.7561,144.9715,11204.0
1942,4.0,1131000.0,7.8,3058.0,4.0,2.0,2.0,494.0,300.0,2001.0,-37.7359,144.9711,11204.0
1943,3.0,1064000.0,7.8,3058.0,3.0,2.0,1.0,417.0,178.0,1940.0,-37.7478,144.9583,11204.0
1944,2.0,610000.0,7.8,3058.0,2.0,2.0,1.0,114.0,-382.433959873896,1952.0173943452023,-37.7466,144.9482,11204.0
1945,3.0,1210000.0,7.8,3058.0,3.0,1.0,1.0,379.0,125.0,1925.0,-37.7544,144.9764,11204.0
1946,2.0,434000.0,7.8,3058.0,2.0,1.0,1.0,0.0,80.0,1965.0,-37.7405,144.9644,11204.0
1947,2.0,653000.0,7.8,3058.0,2.0,1.0,1.0,129.0,107.0,2012.0,-37.7422,144.9606,11204.0
1948,3.0,640000.0,7.8,3058.0,3.0,1.0,2.0,119.0,109.0,1995.0,-37.7403,144.9491,11204.0
1949,2.0,820000.0,7.8,3058.0,2.0,1.0,1.0,597.0,415.6314197213942,1960.0,-37.7402,144.9807,11204.0
1950,4.0,1250000.0,7.8,3058.0,4.0,1.0,2.0,613.0,385.4576166710407,1932.4806109671479,-37.7433,144.9762,11204.0
1951,5.0,1335000.0,7.8,3058.0,5.0,3.0,2.0,390.0,-308.327519874984,1975.5861857865705,-37.7376,144.9726,11204.0
1952,6.0,1900000.0,7.8,3058.0,6.0,2.0,2.0,1060.0,234.06714423277137,2009.3097266746101,-37.7523,144.9725,11204.0
1953,3.0,1090000.0,7.8,3058.0,3.0,1.0,1.0,464.0,176.4144459943241,1942.6294868539574,-37.753,144.9485,11204.0
1954,3.0,1130000.0,7.8,3058.0,3.0,1.0,2.0,735.0,127.0,1920.0,-37.7379,144.9623,11204.0
1955,4.0,1145000.0,7.8,3058.0,4.0,2.0,2.0,480.0,594.8669283299619,1895.3327436636127,-37.7402,144.9607,11204.0
1956,2.0,657000.0,7.8,3058.0,2.0,1.0,2.0,138.0,1216.404332553544,1940.8786479958028,-37.7427,144.9711,11204.0
1957,3.0,763000.0,7.8,3058.0,3.0,2.0,1.0,107.0,110.0,1994.0,-37.7517,144.963,11204.0
1958,2.0,903000.0,7.8,3058.0,2.0,1.0,1.0,253.0,94.0,1910.0,-37.7484,144.9521,11204.0
1959,3.0,1000000.0,7.8,3058.0,3.0,1.0,1.0,431.0,117.0,1970.0,-37.75,144.9695,11204.0
1960,4.0,1742000.0,7.8,3058.0,3.0,2.0,4.0,482.0,256.0,2006.0,-37.7529,144.9534,11204.0
1961,4.0,865000.0,7.8,3058.0,4.0,1.0,1.0,452.0,125.0,1925.0,-37.7525,144.94799999999995,11204.0
1962,2.0,485000.0,7.8,3058.0,2.0,2.0,1.0,0.0,96.0,1880.0,-37.7367,144.9701,11204.0
1963,3.0,1278000.0,7.8,3058.0,3.0,2.0,3.0,405.0,156.0,1930.0,-37.7464,144.959,11204.0
1964,3.0,590000.0,7.8,3058.0,3.0,2.0,2.0,0.0,109.0,2013.0,-37.7458,144.9751,11204.0
1965,4.0,1000000.0,7.8,3058.0,4.0,2.0,1.0,381.0,959.105712747887,1938.0,-37.7337,144.9548,11204.0
1966,3.0,590000.0,7.8,3058.0,3.0,2.0,2.0,0.0,168.0,1977.232154610124,-37.7372,144.9764,11204.0
1967,3.0,1030000.0,7.8,3058.0,3.0,1.0,1.0,404.0,193.50651349015087,1929.6372437744092,-37.7504,144.9537,11204.0
1968,4.0,1136000.0,7.8,3058.0,4.0,3.0,1.0,420.0,146.0,1920.0,-37.7501,144.96200000000005,11204.0
1969,2.0,635000.0,7.8,3058.0,2.0,1.0,1.0,97.0,95.0,2014.0,-37.7516,144.9623,11204.0
1970,3.0,1061000.0,7.8,3058.0,3.0,1.0,1.0,527.0,137.7492705635936,1949.4396033457394,-37.7359,144.9502,11204.0
1971,4.0,1155000.0,7.8,3058.0,4.0,1.0,2.0,370.0,319.87942862486454,1953.8629459074448,-37.7431,144.95600000000005,11204.0
1972,4.0,650000.0,7.8,3058.0,3.0,2.0,2.0,312.0,-391.9595756551909,1981.7733079546456,-37.7362,144.9714,11204.0
1973,3.0,1286000.0,7.8,3058.0,3.0,2.0,2.0,435.0,-819.1124199808576,1948.3282698916234,-37.7477,144.9483,11204.0
1974,3.0,885000.0,7.8,3058.0,3.0,1.0,2.0,255.0,-238.50631914209234,1920.0,-37.7493,144.9701,11204.0
1975,4.0,1160000.0,7.8,3058.0,4.0,2.0,5.0,371.0,383.36558960791785,1888.0,-37.7436,144.96200000000005,11204.0
1976,4.0,1400000.0,7.8,3058.0,4.0,1.0,1.0,856.0,189.0,1970.0,-37.7432,144.9481,11204.0
1977,2.0,470000.0,7.8,3058.0,2.0,2.0,1.0,0.0,-177.9388982579443,1930.7263557401056,-37.7379,144.9683,11204.0
1978,3.0,1260000.0,7.8,3058.0,3.0,2.0,0.0,407.0,230.0,1930.0,-37.7471,144.9579,11204.0
1979,2.0,920000.0,7.8,3058.0,2.0,1.0,0.0,157.0,-110.81613580130713,1885.7306346634923,-37.7464,144.9676,11204.0
1980,3.0,841000.0,7.8,3058.0,3.0,1.0,3.0,385.0,98.0,1920.0,-37.734,144.9603,11204.0
1981,2.0,537500.0,7.8,3058.0,2.0,1.0,1.0,0.0,73.0,1975.0,-37.7435,144.9563,11204.0
1982,2.0,1130000.0,7.8,3058.0,2.0,1.0,2.0,520.0,1287.011082030972,1926.0490605131138,-37.7543,144.9717,11204.0
1983,2.0,598000.0,7.8,3058.0,2.0,1.0,1.0,108.0,100.0,2007.0,-37.7379,144.9617,11204.0
1984,3.0,1120000.0,7.8,3058.0,3.0,2.0,1.0,293.0,180.0,2006.0,-37.7481,144.9663,11204.0
1985,3.0,870000.0,7.8,3058.0,3.0,1.0,1.0,371.0,100.0,1980.0,-37.735,144.9558,11204.0
1986,3.0,680000.0,7.8,3058.0,2.0,1.0,2.0,462.0,72.0,1920.0,-37.7448,144.9478,11204.0
1987,1.0,482500.0,7.8,3058.0,1.0,1.0,1.0,108.0,-156.7523003729644,2053.9696587514604,-37.7554,144.9648,11204.0
1988,3.0,825000.0,7.8,3058.0,3.0,1.0,2.0,577.0,131.0,1920.0,-37.7459,144.9773,11204.0
1989,3.0,725000.0,7.8,3058.0,3.0,1.0,0.0,238.0,131.0,1900.0,-37.7539,144.9612,11204.0
1990,4.0,1250000.0,7.8,3058.0,4.0,3.0,1.0,515.0,249.0,1900.0,-37.7537,144.9766,11204.0
1991,2.0,1008000.0,7.8,3058.0,2.0,1.0,3.0,457.0,89.0,1940.0,-37.7505,144.9725,11204.0
1992,2.0,599000.0,7.8,3058.0,2.0,2.0,1.0,76.0,-749.9134635811755,1874.0979073236085,-37.7474,144.9621,11204.0
1993,2.0,860000.0,7.8,3058.0,2.0,1.0,1.0,483.0,-165.68843920321652,1893.1136088582707,-37.7509,144.9696,11204.0
1994,4.0,990000.0,7.8,3058.0,4.0,1.0,1.0,488.0,142.0,1930.0,-37.7537,144.9532,11204.0
1995,2.0,451000.0,7.8,3058.0,2.0,1.0,1.0,0.0,72.0,1970.0,-37.752,144.954,11204.0
1996,2.0,635000.0,7.8,3058.0,2.0,2.0,3.0,339.0,149.0,1920.0,-37.7404,144.9559,11204.0
1997,5.0,1020000.0,7.8,3058.0,5.0,2.0,4.0,381.0,286.0,1985.0,-37.7492,144.969,11204.0
1998,3.0,967000.0,7.8,3058.0,3.0,1.0,1.0,169.0,747.5615345485004,1955.129672562403,-37.7494,144.9681,11204.0
1999,3.0,1025000.0,7.8,3058.0,3.0,1.0,3.0,336.0,112.0,1950.0,-37.7408,144.9558,11204.0
2000,3.0,700000.0,7.8,3058.0,3.0,1.0,1.0,138.0,102.0,2000.0,-37.7406,144.9555,11204.0
2001,3.0,1130000.0,7.8,3058.0,3.0,1.0,3.0,206.0,80.0,1945.0,-37.7382,144.9563,11204.0
2002,3.0,835000.0,7.8,3058.0,3.0,1.0,2.0,385.0,343.8685098993823,1987.5334229826803,-37.7376,144.9638,11204.0
2003,4.0,1075000.0,7.8,3058.0,4.0,1.0,4.0,531.0,187.0,1925.0,-37.7473,144.9528,11204.0
2004,3.0,845000.0,7.8,3058.0,3.0,1.0,1.0,221.0,474.34126494205543,1980.0,-37.74800000000001,144.9603,11204.0
2005,3.0,600000.0,7.8,3058.0,3.0,1.0,1.0,102.0,95.0,1976.0,-37.736,144.9665,11204.0
2006,4.0,1461000.0,7.8,3058.0,4.0,2.0,2.0,571.0,-598.4013809644091,1934.4060875080766,-37.7535,144.9779,11204.0
2007,4.0,1150000.0,7.8,3058.0,4.0,2.0,2.0,43.0,205.0,1930.0,-37.7456,144.9469,11204.0
2008,2.0,515000.0,7.8,3058.0,2.0,1.0,2.0,0.0,70.0,1970.0,-37.7474,144.9608,11204.0
2009,3.0,770000.0,7.8,3058.0,4.0,1.0,2.0,408.0,54.97952176909416,1970.0,-37.7366,144.9564,11204.0
2010,2.0,472000.0,7.8,3058.0,2.0,1.0,1.0,500.0,69.0,1975.0,-37.747,144.9515,11204.0
2011,2.0,901000.0,7.8,3058.0,2.0,1.0,1.0,545.0,107.0,1940.0,-37.7445,144.9471,11204.0
2012,2.0,642000.0,7.8,3058.0,2.0,1.0,0.0,167.0,-24.52836065985528,1950.954909723686,-37.7477,144.9647,11204.0
2013,2.0,605000.0,7.8,3058.0,2.0,1.0,1.0,0.0,13.0,1969.0,-37.7519,144.9721,11204.0
2014,3.0,687000.0,7.8,3058.0,3.0,1.0,1.0,116.0,140.0,1995.0,-37.7454,144.9487,11204.0
2015,4.0,975000.0,7.8,3058.0,4.0,2.0,2.0,307.0,203.0,1996.0,-37.74800000000001,144.9602,11204.0
2016,3.0,985000.0,7.8,3058.0,3.0,1.0,1.0,309.0,1327.2168581676092,1880.0,-37.7434,144.9697,11204.0
2017,3.0,835000.0,7.8,3058.0,3.0,1.0,1.0,459.0,459.2466122043892,1984.678263483302,-37.7388,144.9529,11204.0
2018,3.0,951000.0,7.8,3058.0,3.0,2.0,0.0,342.0,-7.408167416166009,1987.155384246186,-37.743,144.95600000000005,11204.0
2019,3.0,1370000.0,7.8,3058.0,3.0,1.0,1.0,563.0,130.0,1930.0,-37.7493,144.97799999999995,11204.0
2020,2.0,700000.0,7.8,3058.0,2.0,1.0,2.0,381.0,92.0,1925.0,-37.74,144.9516,11204.0
2021,3.0,810000.0,7.8,3058.0,3.0,2.0,1.0,213.0,131.0,2010.0,-37.7461,144.9584,11204.0
2022,2.0,445000.0,7.8,3058.0,2.0,1.0,1.0,0.0,168.1813709756403,2007.0,-37.7336,144.9597,11204.0
2023,4.0,838000.0,7.8,3058.0,4.0,1.0,1.0,576.0,147.0,1960.0,-37.7369,144.9637,11204.0
2024,2.0,810000.0,7.8,3058.0,2.0,1.0,1.0,370.0,-1118.253537055697,1911.5482850693481,-37.7489,144.9598,11204.0
2025,4.0,1150000.0,7.8,3058.0,4.0,1.0,2.0,633.0,164.0,1990.0,-37.7531,144.9504,11204.0
2026,4.0,931000.0,7.8,3058.0,3.0,1.0,1.0,412.0,160.0,1920.0,-37.7432,144.9768,11204.0
2027,1.0,241000.0,7.8,3058.0,1.0,1.0,1.0,0.0,62.0,1976.0,-37.7463,144.9635,11204.0
2028,4.0,1331000.0,7.8,3058.0,3.0,2.0,2.0,394.0,671.8875585267226,1937.264215258965,-37.7534,144.9679,11204.0
2029,1.0,1007000.0,7.8,3058.0,1.0,2.0,0.0,807.0,1.0,1939.5220218637214,-37.7373,144.9825,11204.0
2030,2.0,981000.0,7.8,3058.0,2.0,1.0,1.0,263.0,114.0,1910.0,-37.7493,144.97,11204.0
2031,2.0,570000.0,7.8,3058.0,2.0,1.0,1.0,0.0,86.0,1900.0,-37.7367,144.9701,11204.0
2032,2.0,500000.0,7.8,3058.0,2.0,1.0,1.0,113.0,70.0,1970.0,-37.7424,144.961,11204.0
2033,3.0,830000.0,7.8,3058.0,3.0,2.0,0.0,559.0,93.86920808503618,1960.1203653529406,-37.7384,144.9617,11204.0
2034,3.0,1194500.0,7.8,3058.0,2.0,1.0,2.0,537.0,-196.63859013440978,1966.6015266700635,-37.7443,144.9494,11204.0
2035,2.0,425000.0,7.8,3058.0,2.0,2.0,1.0,0.0,629.0371084632089,1993.3273041623402,-37.7363,144.9723,11204.0
2036,2.0,645000.0,7.8,3058.0,2.0,1.0,1.0,702.0,449.56800090622784,1962.1533309376687,-37.7517,144.9795,11204.0
2037,4.0,895000.0,9.2,3058.0,4.0,2.0,2.0,661.0,416.2389608768307,1949.0297756302655,-37.7246,144.9828,3445.0
2038,3.0,655000.0,9.2,3058.0,3.0,1.0,0.0,404.0,98.0,1950.0,-37.7305,144.9803,3445.0
2039,3.0,631000.0,9.2,3058.0,3.0,1.0,1.0,178.0,120.0,2012.0,-37.7297,144.9645,3445.0
2040,2.0,600000.0,9.2,3058.0,2.0,1.0,1.0,145.0,105.0,2010.0,-37.7295,144.9641,3445.0
2041,4.0,820000.0,9.2,3058.0,4.0,1.0,3.0,498.0,629.5568256515944,1904.4896989358654,-37.7329,144.9721,3445.0
2042,3.0,715000.0,9.2,3058.0,3.0,2.0,2.0,173.0,120.0,2010.0,-37.7308,144.9832,3445.0
2043,3.0,735000.0,9.2,3058.0,3.0,1.0,1.0,427.0,437.21380211098966,1927.927786299452,-37.7303,144.9773,3445.0
2044,3.0,864000.0,9.2,3058.0,3.0,1.0,2.0,565.0,115.0,1950.0,-37.7283,144.969,3445.0
2045,3.0,700000.0,9.2,3058.0,3.0,1.0,2.0,626.0,108.0,1950.0,-37.7201,144.9696,3445.0
2046,4.0,735000.0,9.2,3058.0,4.0,2.0,2.0,302.0,34.76630118153602,1953.909975625574,-37.7271,144.9842,3445.0
2047,2.0,591000.0,9.2,3058.0,2.0,1.0,1.0,0.0,86.0,2008.0,-37.721,144.9527,3445.0
2048,3.0,860000.0,9.2,3058.0,2.0,1.0,3.0,586.0,145.0,1950.0,-37.7205,144.9659,3445.0
2049,2.0,765000.0,9.2,3058.0,2.0,1.0,2.0,563.0,116.0,1925.0,-37.723,144.96,3445.0
2050,3.0,625000.0,9.2,3058.0,3.0,1.0,2.0,104.0,138.0,2014.0,-37.7307,144.9826,3445.0
2051,2.0,745000.0,9.2,3058.0,2.0,1.0,3.0,526.0,90.0,1940.0,-37.732,144.9832,3445.0
2052,4.0,1050000.0,9.2,3058.0,4.0,3.0,2.0,501.0,258.0,2016.0,-37.7266,144.9823,3445.0
2053,3.0,782000.0,9.2,3058.0,3.0,1.0,3.0,576.0,-57.42443742003138,1946.3406840303069,-37.7269,144.9654,3445.0
2054,2.0,935000.0,9.2,3058.0,2.0,1.0,2.0,833.0,107.0,1960.0,-37.7297,144.9654,3445.0
2055,4.0,1009000.0,9.2,3058.0,4.0,1.0,2.0,590.0,-273.82392475062153,1950.0,-37.7197,144.9585,3445.0
2056,2.0,820000.0,9.2,3058.0,2.0,1.0,4.0,629.0,120.0,1960.0,-37.7276,144.9688,3445.0
2057,3.0,780000.0,9.2,3058.0,3.0,1.0,2.0,307.0,96.0,1950.0,-37.7215,144.9533,3445.0
2058,3.0,707000.0,9.2,3058.0,3.0,2.0,3.0,556.0,129.0,1950.0,-37.7305,144.9605,3445.0
2059,3.0,772000.0,9.2,3058.0,3.0,1.0,1.0,367.0,130.13284305542933,1945.3000311060086,-37.728,144.963,3445.0
2060,3.0,745000.0,9.2,3058.0,3.0,1.0,3.0,473.0,153.30369235787163,1925.7079448208985,-37.7316,144.9789,3445.0
2061,2.0,532500.0,9.2,3058.0,2.0,1.0,1.0,168.0,103.79944536279933,1970.0,-37.73,144.9629,3445.0
2062,3.0,750000.0,9.2,3058.0,3.0,2.0,2.0,310.0,6.299323508696972,1944.037034259785,-37.7305,144.9809,3445.0
2063,3.0,815000.0,9.2,3058.0,3.0,2.0,2.0,376.0,395.5514703867343,1934.7376687919557,-37.7295,144.982,3445.0
2064,3.0,637000.0,9.2,3058.0,3.0,1.0,4.0,498.0,97.0,1950.0,-37.7323,144.9833,3445.0
2065,4.0,950000.0,9.2,3058.0,4.0,2.0,2.0,298.0,231.0,2013.0,-37.7308,144.9836,3445.0
2066,3.0,780000.0,9.2,3058.0,3.0,1.0,2.0,677.0,500.1038916936523,1959.0703914382852,-37.7297,144.9648,3445.0
2067,3.0,860000.0,9.2,3058.0,3.0,2.0,3.0,472.0,134.0,1970.0,-37.734,144.9728,3445.0
2068,5.0,1172000.0,9.2,3058.0,5.0,3.0,2.0,425.0,37.0,2014.0,-37.7302,144.9816,3445.0
2069,2.0,530000.0,9.2,3058.0,2.0,1.0,1.0,332.0,-518.1726609607629,1906.0494181135628,-37.7187,144.9564,3445.0
2070,2.0,570000.0,9.2,3058.0,2.0,2.0,2.0,186.0,667.9465564591042,1964.1980619734652,-37.7263,144.9843,3445.0
2071,3.0,2000000.0,9.2,3058.0,4.0,1.0,1.0,973.0,360.3543643105316,1970.5773158174648,-37.7284,144.9843,3445.0
2072,3.0,650000.0,9.2,3058.0,3.0,1.0,1.0,407.0,95.0,1930.0,-37.7351,144.9833,3445.0
2073,4.0,792000.0,9.2,3058.0,4.0,2.0,1.0,320.0,131.0,1950.0,-37.7242,144.9612,3445.0
2074,3.0,720000.0,9.2,3058.0,3.0,1.0,2.0,499.0,105.0,1970.0,-37.7236,144.9576,3445.0
2075,3.0,970000.0,9.2,3058.0,3.0,1.0,2.0,575.0,129.0,1960.0,-37.7307,144.9704,3445.0
2076,2.0,750000.0,1.6,3066.0,2.0,1.0,1.0,115.0,747.6632830208956,1917.7971462949943,-37.7968,144.9891,4553.0
2077,2.0,890000.0,1.6,3066.0,2.0,1.0,1.0,178.0,70.0,1900.0,-37.7974,144.9915,4553.0
2078,2.0,1260000.0,1.6,3066.0,2.0,1.0,1.0,0.0,129.0,1900.0,-37.8042,144.9845,4553.0
2079,2.0,855000.0,1.6,3066.0,2.0,1.0,1.0,2886.0,122.0,1830.0,-37.8042,144.9845,4553.0
2080,3.0,1260000.0,1.6,3066.0,3.0,1.0,0.0,167.0,-250.24924318207226,1900.0,-37.7962,144.9866,4553.0
2081,2.0,1320000.0,1.6,3066.0,2.0,2.0,1.0,0.0,-105.34555250300346,1982.8835672621128,-37.7969,144.9885,4553.0
2082,2.0,1430000.0,1.6,3066.0,2.0,1.0,0.0,231.0,-338.5196783836527,1968.3937075118433,-37.7969,144.9905,4553.0
2083,3.0,1125000.0,1.6,3066.0,3.0,2.0,2.0,0.0,151.0,2000.0,-37.8083,144.9908,4553.0
2084,3.0,950000.0,1.6,3066.0,3.0,2.0,1.0,15900.0,53.67766191810226,1961.5779719508341,-37.8035,144.985,4553.0
2085,2.0,910000.0,1.6,3066.0,2.0,1.0,1.0,0.0,97.0,1880.0,-37.8035,144.985,4553.0
2086,1.0,452000.0,1.6,3066.0,1.0,1.0,1.0,816.0,53.0,2000.0,-37.802,144.9848,4553.0
2087,1.0,440000.0,1.6,3066.0,1.0,1.0,1.0,2773.0,183.38970282225122,2010.0,-37.802,144.9854,4553.0
2088,1.0,415000.0,1.6,3066.0,1.0,1.0,1.0,3701.0,62.0,2005.0,-37.809,144.9911,4553.0
2089,2.0,1015000.0,1.6,3066.0,2.0,1.0,0.0,117.0,-283.43749134061034,1900.7346387996947,-37.7948,144.9861,4553.0
2090,1.0,372000.0,1.6,3066.0,1.0,1.0,1.0,0.0,65.0,2005.0,-37.809,144.9911,4553.0
2091,3.0,1326000.0,1.6,3066.0,3.0,2.0,1.0,0.0,190.0,2013.0,-37.8032,144.9842,4553.0
2092,3.0,910000.0,1.6,3066.0,3.0,1.0,1.0,171.0,531.2430210285404,1970.5575865679214,-37.8006,144.9925,4553.0
2093,2.0,1230000.0,1.6,3066.0,2.0,2.0,1.0,0.0,153.0,1920.0,-37.8042,144.9845,4553.0
2094,2.0,855000.0,1.6,3066.0,2.0,1.0,0.0,130.0,80.0,1890.0,-37.7953,144.9882,4553.0
2095,1.0,457000.0,1.6,3066.0,1.0,1.0,1.0,406.0,49.0,1970.0,-37.796,144.9911,4553.0
2096,3.0,897500.0,1.6,3066.0,3.0,2.0,1.0,82.0,82.0,1995.0,-37.7961,144.9873,4553.0
2097,2.0,865000.0,1.6,3066.0,2.0,2.0,1.0,0.0,-216.42576795656575,1993.3604311437512,-37.8035,144.985,4553.0
2098,2.0,1265000.0,1.6,3066.0,3.0,1.0,1.0,282.0,112.0,1920.0,-37.7985,144.9883,4553.0
2099,2.0,1260000.0,1.6,3066.0,2.0,1.0,2.0,116.0,723.5499461032111,1928.8680260637002,-37.8067,144.984,4553.0
2100,3.0,1075000.0,1.6,3066.0,3.0,1.0,0.0,183.0,104.0,1880.0,-37.7948,144.9875,4553.0
2101,3.0,1470000.0,1.6,3066.0,3.0,2.0,2.0,0.0,855.4249594926218,2058.915627478644,-37.8037,144.9846,4553.0
2102,1.0,366000.0,1.6,3066.0,1.0,1.0,1.0,0.0,44.0,1970.0,-37.796,144.9911,4553.0
2103,1.0,461000.0,1.6,3066.0,1.0,1.0,1.0,0.0,-143.043456243927,1947.233299466467,-37.8035,144.985,4553.0
2104,2.0,981000.0,1.6,3066.0,2.0,1.0,0.0,188.0,107.0,1900.0,-37.7964,144.9923,4553.0
2105,2.0,683000.0,1.6,3066.0,2.0,1.0,1.0,0.0,92.0,1900.0,-37.8035,144.985,4553.0
2106,3.0,1470000.0,1.6,3066.0,3.0,2.0,0.0,150.0,75.48193253354268,1938.4223097435377,-37.7968,144.9924,4553.0
2107,2.0,670000.0,1.6,3066.0,2.0,1.0,0.0,118.0,-235.4247359924429,1999.0140896455687,-37.7976,144.993,4553.0
2108,1.0,430000.0,1.6,3066.0,1.0,1.0,1.0,0.0,52.0,1981.6652685660265,-37.8019,144.9845,4553.0
2109,2.0,515000.0,1.6,3066.0,2.0,1.0,1.0,816.0,356.3911399312268,1960.687374480233,-37.802,144.9848,4553.0
2110,2.0,1000000.0,1.6,3066.0,2.0,1.0,2.0,159.0,86.0,1880.0,-37.7962,144.9887,4553.0
2111,3.0,887500.0,1.6,3066.0,3.0,2.0,1.0,81.0,82.0,2000.0,-37.7961,144.9874,4553.0
2112,2.0,713500.0,1.6,3066.0,2.0,2.0,1.0,1060.0,88.0,2010.0,-37.7954,144.9868,4553.0
2113,3.0,1500000.0,1.6,3066.0,2.0,2.0,2.0,0.0,159.0,1920.0,-37.8042,144.9845,4553.0
2114,2.0,672000.0,1.6,3066.0,2.0,1.0,1.0,0.0,60.0,2002.0,-37.8046,144.984,4553.0
